ќперации с резидентами Ц юридическими лицами 
ќперации с резидентами Ц индивидуальными предпринимател€ми 
ќперации с резидентами Ц физическими лицами 
ќперации с нерезидентами Ц юридическими лицами 
ќперации с нерезидентами Ц физическими лицами 
ќперации с неустановленными лицами 
